net,length_um
g_row\[0\].g_col\[1\].pe/r4_acc\[5\],91.36µm
results_flat[23],91.17µm
g_row\[0\].g_col\[1\].pe/_0203_,91.09µm
enable,91.03µm
g_row\[0\].g_col\[0\].pe/net986,91.02µm
g_row\[1\].g_col\[1\].pe/net1034,90.865µm
_068_,90.86µm
_127_,90.72µm
net3521,90.72µm
clknet_4_7_0_clk,90.64µm
b_reg\[25\],90.59µm
net2612,90.54µm
net2662,90.54µm
g_row\[0\].g_col\[1\].pe/net859,90.5µm
a_inputs_flat[29],90.49µm
b_inputs_flat[12],90.42µm
g_row\[1\].g_col\[0\].pe/net1095,90.34µm
net2512,90.34µm
net1094,90.28µm
net2664,90.115µm
net2788,90.09µm
g_row\[1\].g_col\[1\].pe/r4_acc\[8\],90.08µm
g_row\[1\].g_col\[0\].pe/net916,90.07µm
a_inputs_flat[2],90.03µm
net2655,89.805µm
g_row\[0\].g_col\[0\].pe/_0385_,89.74µm
g_row\[0\].g_col\[0\].pe/net1702,89.71µm
g_row\[1\].g_col\[1\].pe/r2_mantissa\[10\],89.46µm
net1398,89.3µm
net1307,89.26µm
net1464,89.26µm
net3252,89.26µm
net3259,89.22µm
g_row\[0\].g_col\[0\].pe/net827,89µm
net2490,88.905µm
g_row\[0\].g_col\[1\].pe/net941,88.83µm
net2440,88.82µm
g_row\[1\].g_col\[0\].pe/net847,88.8µm
g_row\[0\].g_col\[1\].pe/_0415_,88.74µm
g_row\[0\].g_col\[1\].pe/net960,88.615µm
g_row\[0\].g_col\[1\].pe/_0638_,88.6µm
g_row\[1\].g_col\[0\].pe/net1078,88.42µm
net3411,88.36µm
a_inputs_flat[20],88.35µm
a_inputs_flat[28],88.33µm
net2161,88.33µm
net3392,88.32µm
net2514,88.315µm
_080_,88.18µm
g_row\[0\].g_col\[0\].pe/net1224,88.18µm
g_row\[1\].g_col\[1\].pe/net1052,88.16µm
net2532,88.14µm
b_inputs_flat[13],88.1µm
g_row\[1\].g_col\[1\].pe/net839,88.1µm
g_row\[0\].g_col\[0\].pe/_0384_,88.04µm
g_row\[0\].g_col\[1\].pe/net1151,87.98µm
a_wire\[4\]\[3\],87.96µm
g_row\[1\].g_col\[1\].pe/r4_acc\[7\],87.9µm
a_inputs_flat[17],87.89µm
net2460,87.855µm
g_row\[0\].g_col\[1\].pe/net954,87.845µm
net2497,87.8µm
g_row\[0\].g_col\[1\].pe/_0634_,87.78µm
g_row\[0\].g_col\[1\].pe/net1135,87.73µm
a_inputs_flat[27],87.71µm
net1503,87.66µm
g_row\[1\].g_col\[0\].pe/net849,87.61µm
net2544,87.605µm
g_row\[0\].g_col\[1\].pe/net939,87.45µm
g_row\[0\].g_col\[0\].pe/net1703,87.44µm
g_row\[0\].g_col\[1\].pe/net2346,87.36µm
_129_,87.22µm
g_row\[1\].g_col\[0\].pe/net1097,87.06µm
net2595,87µm
net2736,86.865µm
g_row\[0\].g_col\[1\].pe/r4_acc\[7\],86.7µm
g_row\[1\].g_col\[1\].pe/net1044,86.7µm
net3382,86.62µm
net2524,86.57µm
_110_,86.52µm
g_row\[1\].g_col\[1\].pe/net1021,86.5µm
a_wire\[4\]\[1\],86.46µm
net3228,86.46µm
net1376,86.33µm
net2484,86.305µm
net3407,86.18µm
g_row\[1\].g_col\[0\].pe/net1103,86.12µm
g_row\[0\].g_col\[0\].pe/net2367,86.12µm
_132_,86.04µm
net3475,85.86µm
net1573,85.82µm
_123_,85.78µm
net2761,85.73µm
g_row\[1\].g_col\[1\].pe/net881,85.62µm
net3235,85.5µm
_108_,85.48µm
net3141,85.46µm
net3245,85.46µm
g_row\[1\].g_col\[1\].pe/net1057,85.42µm
g_row\[1\].g_col\[0\].pe/net846,85.375µm
g_row\[1\].g_col\[0\].pe/_1313_,85.36µm
g_row\[0\].g_col\[1\].pe/_0384_,85.32µm
net2408,85.32µm
net3366,85.28µm
g_row\[1\].g_col\[0\].pe/net907,85.25µm
net1601,85.24µm
net2538,85.185µm
a_inputs_flat[1],85.15µm
net3332,85.08µm
net3425,85.08µm
net2632,84.9µm
_117_,84.88µm
net2138,84.855µm
net2584,84.84µm
net3432,84.76µm
g_row\[0\].g_col\[0\].pe/r2_mantissa\[13\],84.68µm
net2763,84.66µm
g_row\[1\].g_col\[0\].pe/net906,84.61µm
_083_,84.5µm
net1080,84.495µm
g_row\[0\].g_col\[0\].pe/_0391_,84.48µm
net1937,84.32µm
net2656,84.31µm
g_row\[0\].g_col\[0\].pe/net865,84.24µm
a_inputs_flat[21],84.13µm
g_row\[0\].g_col\[1\].pe/net1126,84.12µm
g_row\[0\].g_col\[1\].pe/_1293_,84.11µm
g_row\[0\].g_col\[1\].pe/net2195,84.06µm
g_row\[1\].g_col\[0\].pe/_0634_,84µm
results_flat[27],83.95µm
g_row\[0\].g_col\[1\].pe/net1139,83.945µm
g_row\[0\].g_col\[1\].pe/r4_acc\[4\],83.86µm
a_inputs_flat[4],83.83µm
g_row\[1\].g_col\[1\].pe/net1003,83.8µm
net2502,83.785µm
g_row\[0\].g_col\[1\].pe/net959,83.78µm
g_row\[0\].g_col\[1\].pe/net1159,83.55µm
g_row\[1\].g_col\[0\].pe/_0840_,83.53µm
net2749,83.42µm
g_row\[1\].g_col\[1\].pe/r2_mantissa\[12\],83.38µm
net2442,83.285µm
g_row\[0\].g_col\[0\].pe/_0231_,83.28µm
net2573,83.26µm
g_row\[0\].g_col\[1\].pe/net2167,83.24µm
g_row\[0\].g_col\[0\].pe/net1256,83.2µm
net2616,83.165µm
g_row\[1\].g_col\[0\].pe/net908,83.105µm
g_row\[1\].g_col\[0\].pe/_1265_,83.1µm
net2587,83.02µm
a_wire\[4\]\[15\],82.98µm
g_row\[0\].g_col\[1\].pe/net1234,82.695µm
net3337,82.68µm
net2665,82.6µm
g_row\[0\].g_col\[0\].pe/net2948,82.6µm
a_inputs_flat[16],82.55µm
g_row\[0\].g_col\[0\].pe/net2920,82.5µm
g_row\[1\].g_col\[1\].pe/_0341_,82.48µm
a_wire\[0\]\[11\],82.46µm
a_inputs_flat[18],82.35µm
g_row\[0\].g_col\[0\].pe/net1698,82.2µm
_104_,82.14µm
net3181,82.12µm
net1223,82.08µm
a_wire\[3\]\[2\],82.02µm
net2554,81.98µm
net1365,81.94µm
net1397,81.75µm
net2660,81.68µm
net1477,81.64µm
net3171,81.61µm
g_row\[1\].g_col\[0\].pe/net1108,81.605µm
g_row\[0\].g_col\[0\].pe/r3_prod_mant\[5\],81.6µm
a_wire\[1\]\[6\],81.56µm
g_row\[1\].g_col\[1\].pe/net3006,81.54µm
g_row\[0\].g_col\[1\].pe/r4_acc\[13\],81.45µm
g_row\[1\].g_col\[1\].pe/_1313_,81.42µm
net3138,81.41µm
net2338,81.33µm
g_row\[0\].g_col\[1\].pe/_0471_,81.32µm
net2591,81.32µm
results_flat[54],81.29µm
g_row\[0\].g_col\[1\].pe/net858,81.24µm
a_reg\[0\],81.22µm
g_row\[1\].g_col\[1\].pe/_0115_,81.2µm
net2626,81.19µm
net1098,81µm
net1411,80.99µm
g_row\[0\].g_col\[0\].pe/net1200,80.98µm
net2415,80.96µm
net1084,80.945µm
a_wire\[3\]\[5\],80.9µm
g_row\[0\].g_col\[1\].pe/_0617_,80.9µm
g_row\[0\].g_col\[1\].pe/r3_prod_mant\[13\],80.88µm
net2691,80.86µm
g_row\[0\].g_col\[1\].pe/_0381_,80.83µm
results_flat[21],80.81µm
g_row\[0\].g_col\[1\].pe/_0408_,80.8µm
g_row\[0\].g_col\[0\].pe/net1192,80.74µm
net3129,80.73µm
net3441,80.64µm
g_row\[0\].g_col\[0\].pe/net1882,80.54µm
g_row\[1\].g_col\[0\].pe/r2_mantissa\[8\],80.52µm
g_row\[1\].g_col\[1\].pe/net1244,80.52µm
g_row\[0\].g_col\[0\].pe/net2886,80.5µm
g_row\[1\].g_col\[0\].pe/_1244_,80.48µm
results_flat[7],80.4µm
net2560,80.38µm
net2488,80.26µm
net2498,80.26µm
a_inputs_flat[31],80.25µm
g_row\[0\].g_col\[1\].pe/net862,80.17µm
net1287,79.98µm
g_row\[0\].g_col\[0\].pe/_0905_,79.97µm
g_row\[1\].g_col\[1\].pe/net1010,79.94µm
g_row\[0\].g_col\[0\].pe/_0394_,79.86µm
g_row\[0\].g_col\[0\].pe/r4_acc\[9\],79.78µm
net2776,79.65µm
net1513,79.58µm
g_row\[0\].g_col\[0\].pe/_0867_,79.57µm
net3159,79.56µm
net3295,79.5µm
g_row\[0\].g_col\[0\].pe/_0098_,79.485µm
g_row\[1\].g_col\[0\].pe/net919,79.485µm
g_row\[1\].g_col\[0\].pe/net926,79.47µm
net3360,79.44µm
_120_,79.38µm
net2175,79.26µm
a_wire\[4\]\[8\],79.25µm
g_row\[1\].g_col\[0\].pe/net822,79.18µm
net2592,79.165µm
net3516,78.94µm
net3280,78.87µm
g_row\[1\].g_col\[0\].pe/_1214_,78.8µm
a_wire\[1\]\[7\],78.78µm
g_row\[0\].g_col\[1\].pe/_1037_,78.78µm
g_row\[0\].g_col\[1\].pe/net2997,78.76µm
a_wire\[3\]\[3\],78.65µm
g_row\[1\].g_col\[1\].pe/_0125_,78.64µm
g_row\[1\].g_col\[0\].pe/net1261,78.44µm
g_row\[1\].g_col\[0\].pe/net817,78.44µm
net2423,78.42µm
net3146,78.36µm
g_row\[1\].g_col\[1\].pe/_1315_,78.06µm
g_row\[0\].g_col\[1\].pe/_0385_,78.04µm
net3568,78µm
g_row\[0\].g_col\[1\].pe/_0098_,77.96µm
g_row\[0\].g_col\[0\].pe/net867,77.745µm
g_row\[1\].g_col\[0\].pe/_1151_,77.69µm
g_row\[1\].g_col\[1\].pe/_0680_,77.665µm
g_row\[1\].g_col\[0\].pe/net914,77.66µm
net1614,77.52µm
clknet_4_3_0_clk,77.5µm
g_row\[0\].g_col\[0\].pe/_0400_,77.41µm
g_row\[1\].g_col\[1\].pe/r4_acc\[9\],77.4µm
g_row\[1\].g_col\[0\].pe/net840,77.37µm
g_row\[1\].g_col\[1\].pe/net836,77.355µm
_111_,77.34µm
g_row\[0\].g_col\[0\].pe/net1189,77.34µm
g_row\[1\].g_col\[0\].pe/net845,77.285µm
g_row\[0\].g_col\[1\].pe/net855,77.28µm
net3445,77.22µm
net2659,77.16µm
net1328,77.135µm
a_reg\[4\],77.12µm
net3426,77.08µm
g_row\[0\].g_col\[1\].pe/net824,77.04µm
g_row\[0\].g_col\[0\].pe/net996,77.015µm
g_row\[1\].g_col\[1\].pe/_0647_,76.98µm
g_row\[1\].g_col\[0\].pe/net1110,76.96µm
g_row\[0\].g_col\[1\].pe/net1161,76.94µm
g_row\[0\].g_col\[0\].pe/_0268_,76.92µm
b_reg\[30\],76.88µm
g_row\[1\].g_col\[0\].pe/net1064,76.86µm
net1493,76.81µm
results_flat[62],76.71µm
a_wire\[0\]\[0\],76.68µm
g_row\[0\].g_col\[1\].pe/net1137,76.62µm
a_wire\[4\]\[11\],76.58µm
net2508,76.495µm
g_row\[0\].g_col\[0\].pe/net1202,76.43µm
g_row\[0\].g_col\[0\].pe/net2235,76.405µm
results_flat[16],76.39µm
net3537,76.38µm
g_row\[0\].g_col\[0\].pe/net2308,76.365µm
a_inputs_flat[19],76.35µm
net3227,76.3µm
results_flat[22],76.29µm
clknet_4_11_0_clk,76.24µm
net3413,76.24µm
g_row\[1\].g_col\[1\].pe/r2_mantissa\[3\],76.22µm
net1269,76.19µm
net2185,76.16µm
net2448,76.025µm
g_row\[0\].g_col\[0\].pe/net1881,76µm
g_row\[1\].g_col\[1\].pe/r4_acc\[6\],75.99µm
net2150,75.98µm
g_row\[1\].g_col\[1\].pe/_0237_,75.96µm
net2678,75.96µm
g_row\[1\].g_col\[1\].pe/_1244_,75.94µm
b_wire\[0\]\[14\],75.92µm
net2571,75.72µm
g_row\[0\].g_col\[1\].pe/_0106_,75.6µm
g_row\[1\].g_col\[1\].pe/net1024,75.58µm
g_row\[1\].g_col\[1\].pe/net1035,75.55µm
net1400,75.46µm
g_row\[0\].g_col\[0\].pe/r3_prod_mant\[10\],75.44µm
g_row\[0\].g_col\[1\].pe/net1171,75.415µm
g_row\[0\].g_col\[1\].pe/_0727_,75.36µm
g_row\[0\].g_col\[0\].pe/_0396_,75.35µm
g_row\[0\].g_col\[0\].pe/_1060_,75.3µm
g_row\[0\].g_col\[1\].pe/net860,75.28µm
results_flat[53],75.21µm
g_row\[1\].g_col\[0\].pe/_0647_,75.16µm
g_row\[1\].g_col\[1\].pe/net884,75.125µm
g_row\[1\].g_col\[1\].pe/net1002,75.12µm
g_row\[0\].g_col\[1\].pe/r4_acc\[9\],75.12µm
net2118,75.09µm
g_row\[0\].g_col\[0\].pe/net1000,75.02µm
net2419,74.98µm
g_row\[0\].g_col\[0\].pe/net1226,74.96µm
g_row\[0\].g_col\[1\].pe/net3120,74.72µm
g_row\[0\].g_col\[0\].pe/net974,74.7µm
net1473,74.68µm
g_row\[0\].g_col\[0\].pe/net1958,74.68µm
net2500,74.68µm
net3341,74.58µm
g_row\[1\].g_col\[0\].pe/net928,74.515µm
results_flat[50],74.49µm
g_row\[0\].g_col\[0\].pe/_1325_,74.35µm
results_flat[52],74.33µm
net2462,74.3µm
net3276,74.28µm
g_row\[1\].g_col\[0\].pe/_1101_,74.26µm
a_wire\[0\]\[12\],74.18µm
g_row\[1\].g_col\[0\].pe/net917,74.14µm
net1875,74.13µm
g_row\[0\].g_col\[1\].pe/_1064_,74.1µm
net1353,74.06µm
g_row\[0\].g_col\[1\].pe/_0361_,73.95µm
g_row\[0\].g_col\[1\].pe/net2359,73.94µm
g_row\[1\].g_col\[1\].pe/r2_mantissa\[14\],73.92µm
g_row\[1\].g_col\[1\].pe/_1150_,73.89µm
_124_,73.86µm
g_row\[1\].g_col\[0\].pe/_0854_,73.86µm
net1883,73.82µm
results_flat[55],73.79µm
net2496,73.765µm
g_row\[0\].g_col\[1\].pe/net1138,73.76µm
g_row\[0\].g_col\[1\].pe/net1133,73.74µm
g_row\[1\].g_col\[1\].pe/net879,73.7µm
net3420,73.56µm
results_flat[26],73.55µm
net3427,73.52µm
net2548,73.46µm
net2672,73.38µm
results_flat[31],73.33µm
g_row\[1\].g_col\[0\].pe/_1306_,73.3µm
g_row\[1\].g_col\[0\].pe/net920,73.245µm
net2630,73.19µm
net1780,73.18µm
net1239,73.06µm
g_row\[1\].g_col\[0\].pe/_0697_,73.04µm
net1794,73.02µm
net2578,73µm
net1562,72.98µm
g_row\[1\].g_col\[0\].pe/_0851_,72.92µm
a_reg\[12\],72.85µm
net1337,72.85µm
g_row\[0\].g_col\[0\].pe/_1283_,72.82µm
g_row\[1\].g_col\[1\].pe/net885,72.76µm
net2418,72.725µm
_125_,72.5µm
b_wire\[0\]\[8\],72.48µm
g_row\[1\].g_col\[0\].pe/_1305_,72.46µm
g_row\[1\].g_col\[1\].pe/_0964_,72.44µm
g_row\[1\].g_col\[0\].pe/_1037_,72.4µm
a_reg\[9\],72.33µm
g_row\[0\].g_col\[1\].pe/_0619_,72.3µm
net1762,72.24µm
g_row\[1\].g_col\[0\].pe/net913,72.18µm
g_row\[1\].g_col\[1\].pe/_1333_,72.18µm
net2417,72.18µm
g_row\[0\].g_col\[1\].pe/net1169,72.14µm
g_row\[1\].g_col\[1\].pe/_0203_,72.1µm
net2478,72.085µm
g_row\[0\].g_col\[1\].pe/_0118_,72.08µm
g_row\[1\].g_col\[1\].pe/_0577_,72.08µm
net1518,72µm
g_row\[0\].g_col\[0\].pe/net1749,71.88µm
g_row\[0\].g_col\[1\].pe/net1116,71.79µm
g_row\[1\].g_col\[1\].pe/r3_prod_mant\[8\],71.64µm
g_row\[0\].g_col\[1\].pe/net1146,71.635µm
_122_,71.6µm
net1572,71.52µm
net3467,71.42µm
b_reg\[22\],71.36µm
g_row\[0\].g_col\[1\].pe/_0363_,71.31µm
g_row\[0\].g_col\[1\].pe/net945,71.3µm
g_row\[1\].g_col\[0\].pe/net1074,71.26µm
g_row\[1\].g_col\[1\].pe/net820,71.25µm
g_row\[0\].g_col\[1\].pe/_1143_,71.22µm
g_row\[1\].g_col\[1\].pe/net1019,71.14µm
g_row\[0\].g_col\[0\].pe/net1752,71.14µm
net2409,71.1µm
net2580,71.085µm
net1369,71.08µm
net1551,71.08µm
g_row\[1\].g_col\[1\].pe/net1050,70.94µm
g_row\[1\].g_col\[0\].pe/net1067,70.84µm
g_row\[0\].g_col\[0\].pe/_0320_,70.82µm
g_row\[1\].g_col\[0\].pe/net848,70.75µm
net2732,70.72µm
clknet_leaf_74_clk,70.68µm
results_flat[57],70.63µm
g_row\[0\].g_col\[1\].pe/net1972,70.63µm
g_row\[0\].g_col\[1\].pe/r4_acc\[6\],70.62µm
net2424,70.605µm
g_row\[0\].g_col\[1\].pe/r4_acc\[8\],70.6µm
g_row\[1\].g_col\[1\].pe/_0605_,70.58µm
clknet_4_4_0_clk,70.52µm
g_row\[0\].g_col\[1\].pe/net1279,70.49µm
net3401,70.48µm
_134_,70.42µm
_119_,70.34µm
a_reg\[6\],70.29µm
net1430,70.24µm
g_row\[0\].g_col\[0\].pe/net1697,70.12µm
net2575,70.08µm
g_row\[0\].g_col\[0\].pe/r4_acc\[10\],70.04µm
g_row\[0\].g_col\[0\].pe/net1753,69.98µm
g_row\[0\].g_col\[0\].pe/net1227,69.935µm
g_row\[1\].g_col\[0\].pe/net1061,69.67µm
_118_,69.66µm
net1275,69.58µm
clknet_leaf_40_clk,69.54µm
g_row\[0\].g_col\[1\].pe/_0107_,69.5µm
g_row\[0\].g_col\[1\].pe/net2032,69.5µm
g_row\[0\].g_col\[1\].pe/net2340,69.46µm
net1090,69.4µm
g_row\[0\].g_col\[1\].pe/_1308_,69.39µm
net1412,69.32µm
_079_,69.3µm
_077_,69.24µm
g_row\[1\].g_col\[0\].pe/net850,69.15µm
g_row\[1\].g_col\[1\].pe/_1148_,69.14µm
g_row\[1\].g_col\[0\].pe/net1077,69.08µm
g_row\[0\].g_col\[0\].pe/net1720,69.04µm
net2663,68.98µm
net2786,68.98µm
g_row\[0\].g_col\[1\].pe/_0075_,68.94µm
g_row\[0\].g_col\[0\].pe/_0930_,68.9µm
net3529,68.9µm
g_row\[0\].g_col\[0\].pe/net819,68.88µm
g_row\[1\].g_col\[1\].pe/net1694,68.86µm
results_flat[61],68.85µm
net2140,68.83µm
net2721,68.78µm
g_row\[1\].g_col\[1\].pe/net1051,68.765µm
net3570,68.6µm
g_row\[1\].g_col\[1\].pe/net837,68.54µm
net2614,68.48µm
g_row\[0\].g_col\[0\].pe/net2225,68.47µm
g_row\[1\].g_col\[1\].pe/net2872,68.44µm
a_reg\[10\],68.4µm
g_row\[0\].g_col\[0\].pe/r3_prod_mant\[11\],68.38µm
g_row\[0\].g_col\[0\].pe/_1115_,68.36µm
b_wire\[2\]\[9\],68.33µm
g_row\[0\].g_col\[0\].pe/net2248,68.28µm
g_row\[0\].g_col\[0\].pe/net2001,68.12µm
g_row\[0\].g_col\[0\].pe/_0470_,68.08µm
g_row\[0\].g_col\[1\].pe/net1131,68µm
g_row\[0\].g_col\[1\].pe/net2146,67.94µm
a_wire\[0\]\[2\],67.865µm
a_wire\[0\]\[6\],67.86µm
net1291,67.83µm
g_row\[1\].g_col\[1\].pe/_0160_,67.8µm
g_row\[0\].g_col\[1\].pe/net2354,67.72µm
g_row\[1\].g_col\[0\].pe/_0820_,67.7µm
b_wire\[2\]\[8\],67.56µm
net3566,67.4µm
a_wire\[4\]\[4\],67.36µm
g_row\[0\].g_col\[0\].pe/net3040,67.36µm
g_row\[0\].g_col\[0\].pe/net2273,67.34µm
net2537,67.27µm
net2658,67.195µm
net2446,67.19µm
g_row\[0\].g_col\[1\].pe/net2243,67.18µm
g_row\[1\].g_col\[1\].pe/_1116_,67.16µm
clknet_leaf_76_clk,67.14µm
net3350,67.14µm
net3540,67.14µm
g_row\[0\].g_col\[1\].pe/_0120_,66.99µm
net1615,66.98µm
g_row\[1\].g_col\[0\].pe/_0098_,66.95µm
net1431,66.92µm
net2676,66.905µm
net1282,66.9µm
g_row\[1\].g_col\[1\].pe/net2871,66.88µm
g_row\[0\].g_col\[1\].pe/net949,66.845µm
g_row\[0\].g_col\[0\].pe/_0697_,66.81µm
g_row\[0\].g_col\[0\].pe/r4_acc\[6\],66.74µm
g_row\[1\].g_col\[1\].pe/_0103_,66.72µm
g_row\[0\].g_col\[0\].pe/_1213_,66.67µm
g_row\[1\].g_col\[1\].pe/_0137_,66.67µm
net1888,66.57µm
g_row\[0\].g_col\[0\].pe/_0647_,66.54µm
net1657,66.52µm
g_row\[0\].g_col\[0\].pe/_0465_,66.5µm
g_row\[0\].g_col\[0\].pe/net1179,66.42µm
net3495,66.4µm
g_row\[0\].g_col\[0\].pe/r3_prod_mant\[4\],66.38µm
g_row\[1\].g_col\[0\].pe/_0923_,66.32µm
net3558,66.3µm
g_row\[1\].g_col\[1\].pe/r4_acc\[13\],66.27µm
net3591,66.26µm
g_row\[0\].g_col\[0\].pe/net1186,66.24µm
net3369,66.18µm
_128_,66.04µm
g_row\[0\].g_col\[0\].pe/net2012,65.99µm
g_row\[1\].g_col\[0\].pe/net927,65.98µm
g_row\[1\].g_col\[1\].pe/_1154_,65.95µm
g_row\[1\].g_col\[1\].pe/net2176,65.94µm
net3449,65.92µm
net1284,65.9µm
net1276,65.88µm
g_row\[0\].g_col\[0\].pe/net987,65.775µm
net2416,65.76µm
g_row\[1\].g_col\[0\].pe/_1237_,65.74µm
g_row\[1\].g_col\[0\].pe/net1259,65.72µm
net2536,65.72µm
g_row\[1\].g_col\[1\].pe/net1039,65.675µm
g_row\[1\].g_col\[1\].pe/_0178_,65.48µm
g_row\[0\].g_col\[0\].pe/net866,65.38µm
g_row\[1\].g_col\[0\].pe/_1057_,65.24µm
net1325,65.2µm
clknet_leaf_54_clk,65.2µm
g_row\[0\].g_col\[1\].pe/net2129,65.14µm
net2648,65.14µm
g_row\[0\].g_col\[1\].pe/_1099_,65.1µm
g_row\[1\].g_col\[1\].pe/r4_acc\[15\],65.02µm
g_row\[0\].g_col\[0\].pe/_1273_,64.98µm
net1402,64.92µm
g_row\[1\].g_col\[0\].pe/_1210_,64.84µm
net1374,64.79µm
g_row\[0\].g_col\[1\].pe/r4_acc\[0\],64.77µm
g_row\[0\].g_col\[1\].pe/net2993,64.76µm
g_row\[0\].g_col\[1\].pe/_0319_,64.74µm
b_reg\[27\],64.68µm
g_row\[1\].g_col\[1\].pe/net1056,64.62µm
g_row\[0\].g_col\[1\].pe/net1118,64.57µm
net2694,64.54µm
g_row\[0\].g_col\[0\].pe/r4_acc\[13\],64.46µm
g_row\[1\].g_col\[0\].pe/_1215_,64.4µm
g_row\[1\].g_col\[1\].pe/_0076_,64.4µm
net2702,64.26µm
g_row\[1\].g_col\[1\].pe/_0141_,64.18µm
a_reg\[14\],64.14µm
g_row\[0\].g_col\[0\].pe/_1182_,64.13µm
net1329,64.1µm
net3343,64.08µm
g_row\[0\].g_col\[1\].pe/net852,64.06µm
g_row\[0\].g_col\[0\].pe/net2303,64.06µm
g_row\[0\].g_col\[0\].pe/net1174,64.02µm
g_row\[1\].g_col\[0\].pe/net1069,64µm
net2542,63.98µm
g_row\[0\].g_col\[0\].pe/net2933,63.94µm
g_row\[0\].g_col\[0\].pe/net1232,63.86µm
g_row\[0\].g_col\[1\].pe/net2034,63.82µm
net1082,63.795µm
g_row\[1\].g_col\[1\].pe/_1306_,63.765µm
g_row\[1\].g_col\[0\].pe/_1153_,63.76µm
g_row\[0\].g_col\[1\].pe/net2905,63.76µm
g_row\[1\].g_col\[1\].pe/_1316_,63.74µm
net2800,63.74µm
net3517,63.7µm
g_row\[1\].g_col\[0\].pe/_1203_,63.6µm
net2777,63.6µm
_069_,63.56µm
net2574,63.5µm
net1528,63.48µm
g_row\[1\].g_col\[0\].pe/_1270_,63.46µm
g_row\[0\].g_col\[1\].pe/_1062_,63.34µm
g_row\[1\].g_col\[0\].pe/net1065,63.34µm
g_row\[1\].g_col\[0\].pe/net842,63.32µm
g_row\[1\].g_col\[0\].pe/net1258,63.28µm
g_row\[1\].g_col\[1\].pe/_0199_,63.24µm
b_wire\[0\]\[9\],63.22µm
g_row\[0\].g_col\[1\].pe/net2987,63.22µm
g_row\[0\].g_col\[1\].pe/_1291_,63.19µm
g_row\[1\].g_col\[1\].pe/net828,63.18µm
net1272,63.16µm
g_row\[1\].g_col\[0\].pe/net841,63.16µm
g_row\[0\].g_col\[1\].pe/net1150,63.08µm
g_row\[0\].g_col\[1\].pe/net1132,63.04µm
g_row\[1\].g_col\[1\].pe/_1209_,62.98µm
net2586,62.895µm
g_row\[0\].g_col\[0\].pe/_0339_,62.88µm
g_row\[1\].g_col\[1\].pe/r4_acc\[4\],62.83µm
g_row\[0\].g_col\[0\].pe/net868,62.8µm
g_row\[1\].g_col\[0\].pe/net1113,62.64µm
g_row\[0\].g_col\[1\].pe/net2209,62.625µm
g_row\[0\].g_col\[1\].pe/_1101_,62.6µm
g_row\[1\].g_col\[1\].pe/net1008,62.59µm
net3139,62.42µm
_135_,62.38µm
g_row\[1\].g_col\[0\].pe/r2_mantissa\[10\],62.38µm
g_row\[1\].g_col\[1\].pe/net1018,62.36µm
net2577,62.34µm
results_flat[58],62.27µm
g_row\[1\].g_col\[0\].pe/_0639_,62.26µm
g_row\[0\].g_col\[0\].pe/net1754,62.18µm
g_row\[1\].g_col\[0\].pe/net1063,62.15µm
g_row\[1\].g_col\[1\].pe/net838,62.135µm
g_row\[0\].g_col\[0\].pe/_0114_,62.1µm
net2565,62.05µm
net1475,61.95µm
g_row\[1\].g_col\[0\].pe/_1316_,61.92µm
g_row\[0\].g_col\[1\].pe/net2173,61.92µm
net2477,61.92µm
g_row\[1\].g_col\[0\].pe/net1111,61.905µm
net2687,61.88µm
g_row\[1\].g_col\[0\].pe/_0807_,61.8µm
net3488,61.72µm
net3172,61.68µm
clknet_leaf_39_clk,61.56µm
net1895,61.56µm
g_row\[1\].g_col\[1\].pe/net891,61.555µm
g_row\[1\].g_col\[1\].pe/net2097,61.545µm
g_row\[0\].g_col\[1\].pe/_0293_,61.52µm
g_row\[1\].g_col\[0\].pe/_1099_,61.48µm
g_row\[1\].g_col\[1\].pe/_1305_,61.48µm
g_row\[1\].g_col\[0\].pe/_0983_,61.46µm
net1897,61.46µm
net2650,61.44µm
g_row\[0\].g_col\[1\].pe/net2128,61.425µm
g_row\[1\].g_col\[1\].pe/_0211_,61.4µm
g_row\[0\].g_col\[1\].pe/net2219,61.305µm
g_row\[1\].g_col\[0\].pe/net1075,61.3µm
net2708,61.28µm
g_row\[1\].g_col\[1\].pe/net1013,61.26µm
g_row\[0\].g_col\[0\].pe/net1176,61.24µm
_085_,61.14µm
g_row\[0\].g_col\[0\].pe/_0055_,61.08µm
net2799,61.06µm
g_row\[0\].g_col\[0\].pe/net2295,61µm
g_row\[1\].g_col\[1\].pe/net894,60.96µm
g_row\[1\].g_col\[0\].pe/_1269_,60.94µm
net2651,60.94µm
net2044,60.905µm
net3148,60.9µm
net3275,60.9µm
g_row\[0\].g_col\[0\].pe/net1228,60.87µm
net3482,60.84µm
g_row\[0\].g_col\[0\].pe/_0694_,60.825µm
g_row\[0\].g_col\[0\].pe/net1635,60.825µm
g_row\[1\].g_col\[1\].pe/net877,60.8µm
g_row\[1\].g_col\[1\].pe/net1727,60.78µm
net3422,60.78µm
net2710,60.75µm
g_row\[0\].g_col\[0\].pe/_0296_,60.705µm
g_row\[0\].g_col\[1\].pe/_1203_,60.7µm
g_row\[1\].g_col\[0\].pe/r4_acc\[0\],60.67µm
g_row\[1\].g_col\[1\].pe/net816,60.64µm
net1487,60.64µm
net1368,60.62µm
net1335,60.58µm
